county,state,season,report_num,latitude,longitude,date,number,classification,temp_hi,temp_lo,id
Osceola County,Michigan,Spring,Report 35282: Close encounter experienced while waiting for the school bus near Marion,44.1305,-85.2165,2009,35282,Class A,67.16,52.94,26
Oscoda County,Michigan,Fall,Report 25622: Two men see a bigfoot cross a road near Rose City,44.5256,-84.06493,1997,25622,Class A,NA,NA,26
Oscoda County,Michigan,Summer,Report 15150: Possible daylight sighting by backwoods motorist couple near Huron National Forest,44.53665,-84.16389,2006,15150,Class B,84.04,69.12,26
Oscoda County,Michigan,Fall,Report 24868:  Hunter tells of his daylight encounter while baiting bear outside Lewiston,44.76,-84.12485,2008,24868,Class A,78.66,65.955,26
Oscoda County,Michigan,Fall,Report 25031: Bird hunter surprises a resting sasquatch near Curtisville,44.565,-83.845,2008,25031,Class A,27.45,21.745,26
Oscoda County,Michigan,Summer,Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,44.59665,-84.0415,2010,27783,Class A,64.65,48.06,26
Oscoda County,Michigan,Spring,Report 40106: Possible daylight sighting by a motorist near Mio.,44.68,-84.01165,2013,40106,Class B,30.56,25.085,26
Ottawa County,Michigan,Fall,Report 5280: Two cars stop to let pair of BF cross the road.,42.86361,-86.16861,2002,5280,Class A,51.49,51.735,26
Presque Isle County,Michigan,Summer,Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,45.351,-83.4885,2003,33611,Class A,75.56,65.58,26
Roscommon County,Michigan,Summer,Report 4613: Two firefighters have near collision with animal north of Houghton Lake.,44.4355,-84.7602,1980,4613,Class A,69.93,58.41,26
Roscommon County,Michigan,Spring,Report 15479: Daylight sighting in woods behind high school outside Houghton Lake,44.29188,-84.72922,1999,15479,Class A,64.85,47.855,26
Roscommon County,Michigan,Fall,Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,44.17335,-84.6,2009,25298,Class A,73.42,59.43,26
Roscommon County,Michigan,Fall,Report 31121: Resonant vocalizations and bipedal movement heard by hunter camped near Roscommon,44.398,-84.4445,2011,31121,Class B,48.26,38.595,26
Roscommon County,Michigan,Fall,Report 38946: Recollection of a possible road crossing at dusk near Roscommon,44.41775,-84.5914,2013,38946,Class B,22.62,12.95,26
Sanilac County,Michigan,Summer,Report 65867: Daylight sighting along Lake Huron north of Lexington,43.39116,-82.53918,2020,65867,Class A,77.95,73.8,26
Schoolcraft County,Michigan,Winter,Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,46.34575,-85.95865,1977,20457,Class A,NA,NA,26
Schoolcraft County,Michigan,Summer,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,46.3126,-86.5228,1993,22973,Class A,60.14,54.115,26
Schoolcraft County,Michigan,Fall,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,46.18968,-85.97613,2002,24127,Class A,64.1,55.105,26
Schoolcraft County,Michigan,Summer,Report 17939: Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula),45.9796,-86.0221,2006,17939,Class B,75.97,66.58,26
Schoolcraft County,Michigan,Summer,Report 20043: Possible footprint and chatter outside Wetmore,46.159,-86.611,2007,20043,Class B,74.64,65.94,26
Schoolcraft County,Michigan,Summer,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,46.19183,-86.21193,2010,31025,Class A,74.2,65.19,26
Tuscola County,Michigan,Winter,"Report 5321: Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods.",43.41444,-83.18583,1999,5321,Class A,48.09,40.88,26
Washtenaw County,Michigan,Summer,Report 8351: Father describes possible late night vocalizations heard by his boys near Willis,42.15965,-83.55718,1999,8351,Class B,72.21,64.09,26
Washtenaw County,Michigan,Winter,"Report 3007: Bare, wide footprints seen in the mud of a February thaw",42.285,-83.59014,2001,3007,Class B,32.14,30.375,26
Washtenaw County,Michigan,Summer,Report 2953: 2 witnesses see a BF at night in the headlights,42.30472,-83.60472,2001,2953,Class A,94.51,83.175,26
Washtenaw County,Michigan,Spring,Report 8389: Young man sees strange animal running down road under streetlight.,42.40611,-83.58,2004,8389,Class A,56.33,49.32,26
Washtenaw County,Michigan,Summer,Report 9544: Loud vocalization heard near gravel pit,42.36639,-83.86097,2004,9544,Class B,78.51,66.88,26
Washtenaw County,Michigan,Fall,Report 28023: Two hunters experience possible sasquatch intimidation behavior near Pinckney State Recreation Area,42.43235,-84.2915,2011,28023,Class B,79.3,70.495,26
Muskegon County,Michigan,Summer,"Report 31302: Avid hiker recalls years of experience living in an area with what local people called the ""Shadow People"" near Montague",43.4245,-86.353,1979,31302,Class B,83.94,74.4,26
Montcalm County,Michigan,Summer,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,43.45135,-85.12935,1986,26245,Class A,NA,NA,26
Mecosta County,Michigan,Fall,Report 9568: Teen hears extremely loud vocalization along path near home,43.60667,-85.27652,1982,9568,Class B,NA,NA,26
Manistee County,Michigan,Winter,Report 30089: Memory told of a possible encounter while deer hunting east of Manistee,44.1708,-86.10335,1962,30089,Class B,NA,NA,26
Mackinac County,Michigan,Summer,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",45.91515,-84.87524,1979,20173,Class A,63.6,55.955,26
Luce County,Michigan,Winter,Report 3525: Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,46.52889,-85.49639,1972,3525,Class B,NA,NA,26
Lenawee County,Michigan,Spring,Report 7399: Large Hairy Arm Knocks in Window Screen,41.93,-84.35389,1977,7399,Class A,80.93,67.97,26
Leelanau County,Michigan,Summer,Report 42056: Possible activity at a cabin outside Traverse City,44.83369,-85.72845,2013,42056,Class B,59.31,57.98,26
Lake County,Michigan,Summer,Report 35387: Late afternoon sighting by two brothers near Baldwin,44.0559,-85.92196,2012,35387,Class A,84.88,74.57,26
Lenawee County,Michigan,Summer,Report 31444: Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park,41.871,-84.2995,1978,31444,Class A,90.14,70.155,26
Lenawee County,Michigan,Fall,Report 29178: Passenger recalls a nighttime sighting near Brooklyn.,42.068,-84.22701,1980,29178,Class A,41.05,31.595,26
Lenawee County,Michigan,Spring,Report 14828: Possible dusk sighting near Lake Hudson State Park,41.80832,-84.20835,1995,14828,Class B,71.43,67.47,26
Livingston County,Michigan,Summer,Report 23481: Juvenile Bigfoot crosses road and clears a fence near Fowlerville,42.68505,-84.04025,1978,23481,Class A,62.73,61.195,26
Luce County,Michigan,Summer,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,46.56725,-85.589,1986,21271,Class A,NA,NA,26
Luce County,Michigan,Summer,Report 475: Rock hunters watch tall upright figure along Lake Superior near Newberry,46.71195,-85.38834,2005,475,Class B,88.89,73.555,26
Mackinac County,Michigan,Spring,Report 48695: Fisherman finds possible footprints on the Carp River north of St. Ignace,46.01793,-84.72002,2015,48695,Class B,57.11,51.02,26
Manistee County,Michigan,Fall,Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,44.38367,-86.19037,1984,43798,Class A,NA,NA,26
Manistee County,Michigan,Fall,Report 17175: Possible bluff charge toward a hunter in a blind near Copemish,44.4887,-85.93575,1995,17175,Class B,31.5,30.45,26
Manistee County,Michigan,Winter,"Report 30090: Grandfather and grandson witness a big, black creature chasing a deer near Manistee",44.22671,-86.10172,2009,30090,Class A,43.3,34.935,26
Manistee County,Michigan,Spring,Report 43519: Night fishermen startled while in their boat at Tippy Dam Campground,44.25533,-85.9222,2012,43519,Class B,46.27,36.775,26
Marquette County,Michigan,Fall,Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),46.09045,-87.48289,1990,20100,Class A,54.37,43.825,26
Marquette County,Michigan,Summer,Report 2787: Horseback rider has close range sighting in jackpine forest,46.61183,-87.73236,1991,2787,Class A,77.72,65.095,26
Marquette County,Michigan,Summer,Report 7096: Bikers have daylight sighting near Marquette.,46.47182,-87.42407,1996,7096,Class A,63.64,58.235,26
Marquette County,Michigan,Fall,Report 30902: Nighttime sighting on CR550 outside Marquette,46.60424,-87.46171,2002,30902,Class A,28.22,14.715,26
Marquette County,Michigan,Winter,Report 19936: Possible footprints found in snow outside Marquette,46.52545,-87.5034,2004,19936,Class B,-0.62,-2.415,26
Marquette County,Michigan,Winter,Report 17348: Possible tracks in snow near Gwinn,46.34445,-87.3459,2007,17348,Class B,16.87,11.39,26
Mason County,Michigan,Fall,Report 19223: Possible footprints found near Manistee,44.091,-86.42896,2006,19223,Class B,41.58,34.615,26
Mecosta County,Michigan,Spring,Report 35437: Family reports possible vocalizations and unexplained activity near Mecosta,43.577,-85.293,2012,35437,Class B,75.81,59.29,26
Menominee County,Michigan,Summer,Report 48073: Fisherman sees tall figure with orange eyeshine leaving the Menominee River near Norway,45.7457,-87.87157,2013,48073,Class B,85.69,70.815,26
Menominee County,Michigan,Winter,Report 67602: Coyote hunters watch upright figure at night in woodline with glowing yellowish eyes outside Faithorn,45.69347,-87.74364,2021,67602,Class B,30.35,27.455,26
Midland County,Michigan,Fall,Report 2830: BF shakes bush and screams at 2 hunters,43.79834,-84.2114,1972,2830,Class A,NA,NA,26
Midland County,Michigan,Fall,"Report 1811: Witness and cousin see ""hairy brown man-like creature"" watching them",43.59611,-84.42722,1977,1811,Class A,62.05,58.525,26
Midland County,Michigan,Fall,"Report 810: witness describes an ""ape-like"" creature along a road.",43.74,-84.58583,1997,810,Class A,30.2,22.505,26
Monroe County,Michigan,Summer,Report 35868: Retired police officer describes possible nighttime sighting near Monroe.,41.972,-83.3595,2009,35868,Class B,79.38,67.46,26
Montcalm County,Michigan,Summer,Report 4502: Late night sighting by motorist on 19 Mile Rd. near Greenville,43.235,-85.34194,2002,4502,Class A,76.82,68.725,26
Montcalm County,Michigan,Summer,Report 28945: Two individuals describe possible activity outside a cabin on Turk Lake,43.2725,-85.2515,2010,28945,Class B,82.14,72.155,26
Montcalm County,Michigan,Summer,Report 36355: Possible paralleling described and tall figure seen at night south of Mt. Pleasant,43.265,-84.94099,2012,36355,Class B,87.7,75.37,26
Montcalm County,Michigan,Fall,Report 58621: Ongoing activity including a late night sighting at a home east of Vestaburg,43.38621,-84.88741,2017,58621,Class A,42.48,38.6,26
Montmorency County,Michigan,Summer,Report 35224: Possible sighting and vocalizations heard by a young man near Hillman,45.0635,-83.9205,2009,35224,Class B,74.69,59.315,26
Montmorency County,Michigan,Spring,Report 27009: Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,44.94835,-84.165,2010,27009,Class A,84.47,71.675,26
Montmorency County,Michigan,Fall,Report 43889: Hunter has unnerving experience at Bear Den Lake NE of Gaylord,45.22039,-84.21035,2012,43889,Class B,64.03,46.425,26
Muskegon County,Michigan,Summer,Report 34312: Couple relate possible sighting on their back deck and unexplained activity while camping near Hart,43.689,-86.376,2006,34312,Class B,75.05,62.43,26
Keweenaw County,Michigan,Fall,Report 3388: Father and sons hear screams while deerhunting near Gay,47.232,-88.16361,2001,3388,Class B,60.06,48.53,26
Kent County,Michigan,Fall,Report 35671: Bow hunter remembers possible intimidation behavior near Grand Rapids.,43.153,-85.5995,1979,35671,Class B,75.21,66.22,26
Kalkaska County,Michigan,Spring,Report 28668: Man recalls encounter he had as a teenager near Kalkaska,44.76665,-85.00165,2011,28668,Class A,70.87,55.965,26
Kalamazoo County,Michigan,Spring,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,42.225,-85.6885,1974,37553,Class A,41.62,36.335,26
Iron County,Michigan,Fall,Report 29549: Memory told of a possible daylight sighting while driving deer on a farm east of Iron River,46.10294,-88.45181,1960,29549,Class B,NA,NA,26
Ionia County,Michigan,Fall,Report 26372: Homeowner recalls a sighting outside her window and hearing strange vocalizations near Palo,43.1095,-84.9825,1983,26372,Class A,82.34,72.8,26
Ingham County,Michigan,Spring,Report 49621: Teen recounts possible encounter while walking in a Lansing city park,42.75195,-81.52805,2015,49621,Class B,46.36,40.17,26
Huron County,Michigan,Summer,Report 5652: Apelike creature seen by children on a sand dune near Caseville,43.94111,-83.27139,1965,5652,Class A,NA,NA,26
Hillsdale County,Michigan,Spring,"Report 7181: Two bikers hear strange sound near ""Lost Nation""",41.79639,-84.4587,2003,7181,Class B,71.09,60.125,26
Grand Traverse County,Michigan,Summer,Report 28805: Camper recounts late night experience and finds footprints near Interlochen,44.66666,-85.79052,1982,28805,Class B,58.27,48.275,26
Gogebic County,Michigan,Summer,Report 44437: Possible daytime road crossing within the Sylvania Wilderness Area,46.25,-89.5,2012,44437,Class B,86.31,74.22,26
Gladwin County,Michigan,Fall,Report 25651: Man tells of sighting of two creatures while shining for deer near Beaverton,43.87,-84.355,1996,25651,Class A,74.97,67.775,26
Gladwin County,Michigan,Winter,Report 32594: Woman has a possible encounter involving her vehicle while driving near Beaverton,43.83165,-84.41335,2012,32594,Class B,41,34.96,26
Gladwin County,Michigan,Winter,Report 40223: Memory told of a possible nighttime sighting by a teenager snowmobiling south of Houghton Lake,44.12,-84.50999,2013,40223,Class B,41.64,40.825,26
Gogebic County,Michigan,Summer,Report 55598: Trapper has a daylight sighting while driving near Wakefield,46.3018,-89.91997,2016,55598,Class A,77.35,67.275,26
Grand Traverse County,Michigan,Winter,Report 10889: Teens find footprint in swampy ground near Interlochen.,44.64535,-85.77714,1984,10889,Class B,37.17,35.195,26
Grand Traverse County,Michigan,Fall,Report 32976: Possible daylight sighting by a mountain biker in the Pere Marquette State Forest,44.685,-85.433,2008,32976,Class B,33.11,27.285,26
Grand Traverse County,Michigan,Winter,Report 39578: Snowmobiler observes a large figure cross the trail behind him near Traverse City,44.71466,-85.44922,2012,39578,Class B,24.29,21.02,26
Hillsdale County,Michigan,Spring,"Report 15187: Resident reports numerous incidents in his neighborhood outside Allen, near borders of MI, IN and OH",41.9773,-84.7802,2006,15187,Class A,72.7,63.78,26
Hillsdale County,Michigan,Summer,Report 46534: Possible late afternoon road crossing north of Ransom,41.78913,-84.53609,2014,46534,Class B,92,77.49,26
Iosco County,Michigan,Spring,Report 40204: Daylight sighting by a young man fishing near Whittemore,44.2725,-83.89001,2013,40204,Class A,32.49,31.375,26
Iosco County,Michigan,Fall,Report 59333: Resident's sighting three miles north of Wurtsmith Air Force Base.,44.49427,-83.40396,2016,59333,Class B,59.19,47.845,26
Iosco County,Michigan,Fall,Report 58484: Father and daughter have possible late night sighting on edge of Huron National Forest,44.42654,-83.37971,2017,58484,Class B,67.09,60.52,26
